V gK gKerror shgK shgKerror wpK wpKerror dsK dsKerror rlfK rlfKerror
50	5.05	0.510417786	5.05	0.510417786	4.3	0.470162346	4	0	4.65	0.489360485
100	7.3	0.571240571	7.4	0.680557047	6.3	0.470162346	5.7	0.470162346	6.55	0.510417786
150	9.15	0.670820393	9.3	0.470162346	8.2	0.523148364	7	0	7.85	0.489360485
300	14	0.561951487	13.9	0.447213595	12.55	0.604805319	10.95	0.394034463	11.7	0.470162346
500	19.5	0.688247202	19.3	0.571240571	17.9	0.447213595	15.7	0.470162346	16	0.458831468
750	25.5	0.606976979	25.85	0.587142949	24.05	0.604805319	21.1	0.447213595	20.95	0.604805319
1000	31.4	0.680557047	31.85	0.670820393	29.65	0.587142949	26.2	0.410391341	25.65	0.489360485
1500	42.1	0.640723276	42.25	0.638666374	39.9	0.447213595	36.1	0.447213595	34.5	0.512989176
